epoch,lambda_kl,optuna_loss,step,train_con_loss,train_constraint,train_kl,train_total,val_con_loss,val_constraint,val_kl,val_total
0,,1.0344208478927612,812,,,,,0.972449004650116,0.1073489785194397,0.061971601098775864,3.518061637878418
0,6.750315189361572,,812,0.9453001618385315,0.11016622930765152,0.06581608206033707,3.4574737548828125,,,,
1,,1.0297671556472778,1625,,,,,0.971513032913208,0.1208157017827034,0.05825395882129669,3.489983081817627
1,6.750315189361572,,1625,0.9092928767204285,0.12486532330513,0.057853538542985916,3.2889509201049805,,,,
2,,1.0168391466140747,2438,,,,,0.9633971452713013,0.14697960019111633,0.053441792726516724,3.4316296577453613
2,6.750315189361572,,2438,0.8883168697357178,0.1347929835319519,0.05379604175686836,3.1947004795074463,,,,
3,,1.0089751482009888,3251,,,,,0.9558795094490051,0.16544824838638306,0.053095512092113495,3.405329704284668
3,6.750315189361572,,3251,0.8877675533294678,0.14195013046264648,0.05099523440003395,3.174041748046875,,,,
4,,1.0033591985702515,4064,,,,,0.9519721269607544,0.14351673424243927,0.05138678103685379,3.381340980529785
4,6.750315189361572,,4064,0.8771034479141235,0.1513005942106247,0.0492478683590889,3.128256320953369,,,,
5,,1.0028918981552124,4877,,,,,0.951646089553833,0.13774529099464417,0.05124573037028313,3.3793485164642334
5,6.750315189361572,,4877,0.8657363057136536,0.14722178876399994,0.04859623312950134,3.087618589401245,,,,
6,,0.9968705773353577,5690,,,,,0.9462104439735413,0.12120046466588974,0.050660282373428345,3.3580708503723145
6,6.750315189361572,,5690,0.8773543238639832,0.13637062907218933,0.048183757811784744,3.121868371963501,,,,
7,,0.9947053790092468,6503,,,,,0.9447051286697388,0.13005001842975616,0.0500006265938282,3.348818778991699
7,6.750315189361572,,6503,0.8652213215827942,0.14195013046264648,0.04827005788683891,3.0837743282318115,,,,
8,,0.9992796182632446,7316,,,,,0.9490099549293518,0.14621007442474365,0.05026960372924805,3.3643574714660645
8,6.750315189361572,,7316,0.86280357837677,0.14406649768352509,0.04702094569802284,3.0676393508911133,,,,
9,,0.9917281270027161,8129,,,,,0.9421274662017822,0.15005771815776825,0.049600791186094284,3.3379034996032715
9,6.750315189361572,,8129,0.856974184513092,0.14845313131809235,0.04695366695523262,3.0486056804656982,,,,
10,,0.9889726042747498,8942,,,,,0.9395283460617065,0.1169680655002594,0.04944438114762306,3.328562021255493
10,6.750315189361572,,8942,0.8589915037155151,0.1462213397026062,0.04695681110024452,3.0550553798675537,,,,
11,,0.9932166934013367,9755,,,,,0.9429004192352295,0.14544054865837097,0.05031614750623703,3.3451969623565674
11,6.750315189361572,,9755,0.8448380827903748,0.14014160633087158,0.046597015112638474,3.0075130462646484,,,,
12,,0.9931873679161072,10568,,,,,0.9434705972671509,0.1427472084760666,0.04971671104431152,3.342967987060547
12,6.750315189361572,,10568,0.8527513146400452,0.1429121196269989,0.04643425717949867,3.031639814376831,,,,
13,,0.9925970435142517,11381,,,,,0.9429288506507874,0.11619853973388672,0.04966822266578674,3.3409130573272705
13,6.750315189361572,,11381,0.8531967401504517,0.1444512903690338,0.04672104865312576,3.034992218017578,,,,
14,,0.9871129393577576,12194,,,,,0.9385677576065063,0.13351288437843323,0.04854511842131615,3.3194313049316406
14,6.750315189361572,,12194,0.8662503957748413,0.1366015076637268,0.04680266231298447,3.0771543979644775,,,,
