alpha1,epoch,lambda_kl,log_var,optuna_loss,step,train_con_loss,train_constraint,train_kl,train_total,val_con_loss,val_constraint,val_kl,val_total
9.372635841369629,0,8.920939445495605,2.979767084121704,1.0329726934432983,812,,,,,0.9699546694755554,0.09503655135631561,0.06301812082529068,9.653214454650879
,0,,,,812,0.940831184387207,0.09831460565328598,0.06450341641902924,9.393492698669434,,,,
9.372635841369629,1,8.920939445495605,2.979767084121704,1.0262569189071655,1625,,,,,0.9660133719444275,0.12235475331544876,0.060243524610996246,9.591525077819824
,1,,,,1625,0.895555853843689,0.11016622930765152,0.0590330995619297,8.920350074768066,,,,
9.372635841369629,2,8.920939445495605,2.979767084121704,1.012497067451477,2438,,,,,0.9551214575767517,0.12350904196500778,0.057375553995370865,9.463851928710938
,2,,,,2438,0.8835452795028687,0.1179390475153923,0.05618328973650932,8.782357215881348,,,,
9.372635841369629,3,8.920939445495605,2.979767084121704,1.005850076675415,3251,,,,,0.9506932497024536,0.10465563833713531,0.055156901478767395,9.402558326721191
,3,,,,3251,0.870934784412384,0.12321071326732635,0.05400671809911728,8.644742012023926,,,,
9.372635841369629,4,8.920939445495605,2.979767084121704,1.0056079626083374,4064,,,,,0.9514078497886658,0.1150442510843277,0.054199766367673874,9.400715827941895
,4,,,,4064,0.8735449910163879,0.12778975069522858,0.052061427384614944,8.651856422424316,,,,
9.372635841369629,5,8.920939445495605,2.979767084121704,1.0097613334655762,4877,,,,,0.955322265625,0.10580992698669434,0.05443929508328438,9.439537048339844
,5,,,,4877,0.8689870834350586,0.1269432008266449,0.050871841609478,8.598529815673828,,,,
9.372635841369629,6,8.920939445495605,2.979767084121704,1.000093698501587,5690,,,,,0.9473333358764648,0.13889957964420319,0.05276048928499222,9.349685668945312
,6,,,,5690,0.8703783750534058,0.12955980002880096,0.05079292878508568,8.61086654663086,,,,
9.372635841369629,7,8.920939445495605,2.979767084121704,0.9963452219963074,6503,,,,,0.9438226819038391,0.12504810094833374,0.052522748708724976,9.314656257629395
,7,,,,6503,0.867431104183197,0.12444204837083817,0.05078179016709328,8.583133697509766,,,,
9.372635841369629,8,8.920939445495605,2.979767084121704,0.9942519664764404,7316,,,,,0.9419246912002563,0.1246633306145668,0.05232731252908707,9.295125961303711
,8,,,,7316,0.8610578775405884,0.1302524209022522,0.050904009491205215,8.524487495422363,,,,
9.372635841369629,9,8.920939445495605,2.979767084121704,0.9925074577331543,8129,,,,,0.940650999546051,0.12774144113063812,0.05185642093420029,9.278989791870117
,9,,,,8129,0.8513146638870239,0.1311759203672409,0.0496092326939106,8.421621322631836,,,,
9.372635841369629,10,8.920939445495605,2.979767084121704,0.9895026087760925,8942,,,,,0.938003659248352,0.11850711703300476,0.05149901658296585,9.250988960266113
,10,,,,8942,0.8510872721672058,0.1284438967704773,0.048735786229372025,8.411702156066895,,,,
9.372635841369629,11,8.920939445495605,2.979767084121704,0.992163896560669,9755,,,,,0.9402786493301392,0.14928819239139557,0.0518854595720768,9.275755882263184
,11,,,,9755,0.8463570475578308,0.12120979279279709,0.04844389855861664,8.364761352539062,,,,
9.372635841369629,12,8.920939445495605,2.979767084121704,0.9886412024497986,10568,,,,,0.9373237490653992,0.1246633306145668,0.05131744593381882,9.24299430847168
,12,,,,10568,0.8480733633041382,0.12598122656345367,0.04863094538450241,8.38252067565918,,,,
9.372635841369629,13,8.920939445495605,2.979767084121704,0.9827824831008911,11381,,,,,0.9318310618400574,0.12196999043226242,0.05095132067799568,9.188248634338379
,13,,,,11381,0.8438396453857422,0.12790518999099731,0.048117440193891525,8.338263511657715,,,,
9.372635841369629,14,8.920939445495605,2.979767084121704,0.9838340282440186,12194,,,,,0.9336547255516052,0.10657945275306702,0.050179459154605865,9.19845199584961
,14,,,,12194,0.844122588634491,0.12317223101854324,0.04726654663681984,8.333317756652832,,,,
