epoch,lambda_kl,optuna_loss,step,train_con_loss,train_constraint,train_kl,train_total,val_con_loss,val_constraint,val_kl,val_total
0,,1.0663777589797974,812,,,,,0.9958029389381409,0.11927664279937744,0.07057507336139679,3.113661766052246
0,5.367629528045654,,812,1.0484641790390015,0.12240264564752579,0.0837932825088501,3.3292429447174072,,,,
1,,1.0526522397994995,1625,,,,,0.9897796511650085,0.15082724392414093,0.06287239491939545,3.0557756423950195
1,5.367629528045654,,1625,0.9247961044311523,0.1353701651096344,0.06255485862493515,2.8756015300750732,,,,
2,,1.0421804189682007,2438,,,,,0.9807546734809875,0.14428626000881195,0.061425697058439255,3.0232245922088623
2,5.367629528045654,,2438,0.9110063314437866,0.1441049724817276,0.05912366136908531,2.819310188293457,,,,
3,,1.038294792175293,3251,,,,,0.9784776568412781,0.13274335861206055,0.0598168708384037,3.0083348751068115
3,5.367629528045654,,3251,0.8995403051376343,0.1425658017396927,0.05810244008898735,2.7823407649993896,,,,
4,,1.0348994731903076,4064,,,,,0.9760876297950745,0.14236244559288025,0.05881207436323166,2.99637770652771
4,5.367629528045654,,4064,0.8977107405662537,0.14310450851917267,0.05679614841938019,2.7703046798706055,,,,
5,,1.035005807876587,4877,,,,,0.9768098592758179,0.12043093144893646,0.05819615721702576,2.9950547218322754
5,5.367629528045654,,4877,0.8891825675964355,0.14175774157047272,0.05625051632523537,2.7439541816711426,,,,
6,,1.0324480533599854,5690,,,,,0.9755635857582092,0.1227395161986351,0.05688409507274628,2.9845900535583496
6,5.367629528045654,,5690,0.8886364102363586,0.13729412853717804,0.054673489183187485,2.733990430831909,,,,
7,,1.0231422185897827,6503,,,,,0.9676486849784851,0.14428626000881195,0.05549329146742821,2.955387830734253
7,5.367629528045654,,6503,0.8866161704063416,0.13633215427398682,0.053998835384845734,2.7248213291168213,,,,
8,,1.0201764106750488,7316,,,,,0.9654755592346191,0.1208157017827034,0.054700739681720734,2.945164918899536
8,5.367629528045654,,7316,0.8850389719009399,0.13529321551322937,0.053808197379112244,2.719468832015991,,,,
9,,1.0173660516738892,8129,,,,,0.9636204242706299,0.12697191536426544,0.05374559387564659,2.934943437576294
9,5.367629528045654,,8129,0.87642902135849,0.13402339816093445,0.052593063563108444,2.689297676086426,,,,
10,,1.020072102546692,8942,,,,,0.9668505191802979,0.1285109668970108,0.053221870213747025,2.941002607345581
10,5.367629528045654,,8942,0.8749157786369324,0.1353701651096344,0.05152111127972603,2.679388999938965,,,,
11,,1.0148000717163086,9755,,,,,0.9622734785079956,0.1208157017827034,0.05252683907747269,2.9247028827667236
11,5.367629528045654,,9755,0.8705241680145264,0.13152223825454712,0.050906091928482056,2.6640260219573975,,,,
12,,1.0128471851348877,10568,,,,,0.9609578847885132,0.14813390374183655,0.051889728754758835,2.9176692962646484
12,5.367629528045654,,10568,0.880447506904602,0.1284438967704773,0.05021888017654419,2.687589168548584,,,,
13,,1.0067825317382812,11381,,,,,0.9559878706932068,0.12620238959789276,0.05079471319913864,2.898142099380493
13,5.367629528045654,,11381,0.8731383681297302,0.13286902010440826,0.04893327131867409,2.660611629486084,,,,
14,,1.013917326927185,12194,,,,,0.9620322585105896,0.12235475331544876,0.05188484489917755,2.9205944538116455
14,5.367629528045654,,12194,0.8660420775413513,0.13190703094005585,0.04814845696091652,2.636911630630493,,,,
