epoch,lambda_kl,optuna_loss,step,train_con_loss,train_constraint,train_kl,train_total,val_con_loss,val_constraint,val_kl,val_total
0,,1.0297012329101562,812,,,,,0.9725016951560974,0.09311273694038391,0.05719918757677078,4.857083320617676
0,9.979859352111816,,812,0.9190133213996887,0.10654917359352112,0.05955443158745766,4.644839763641357,,,,
1,,1.0193426609039307,1625,,,,,0.965181291103363,0.12120046466588974,0.05416153743863106,4.794503211975098
1,9.979859352111816,,1625,0.8974091410636902,0.1209404319524765,0.052285920828580856,4.477084159851074,,,,
2,,1.0087898969650269,2438,,,,,0.9570081233978271,0.15390534698963165,0.05178217217326164,4.734733581542969
2,9.979859352111816,,2438,0.8891223669052124,0.14068031311035156,0.05001333728432655,4.417879104614258,,,,
3,,1.0066684484481812,3251,,,,,0.9556624293327332,0.14313197135925293,0.05100627988576889,4.721059799194336
3,9.979859352111816,,3251,0.8851704001426697,0.1443743258714676,0.049285586923360825,4.393199443817139,,,,
4,,1.0012062788009644,4064,,,,,0.9508114457130432,0.1304347813129425,0.05039527639746666,4.693581581115723
4,9.979859352111816,,4064,0.8770095109939575,0.14395105838775635,0.04871508106589317,4.351536273956299,,,,
5,,1.0004358291625977,4877,,,,,0.9499661922454834,0.13120430707931519,0.050469834357500076,4.6905999183654785
5,9.979859352111816,,4877,0.8642989993095398,0.1477605104446411,0.047794632613658905,4.286329746246338,,,,
6,,0.9992649555206299,5690,,,,,0.9493390917778015,0.154290109872818,0.04992607235908508,4.68241024017334
6,9.979859352111816,,5690,0.8676988482475281,0.14368170499801636,0.04720016196370125,4.295383930206299,,,,
7,,0.998249888420105,6503,,,,,0.9484533667564392,0.12158522754907608,0.049796249717473984,4.677210807800293
7,9.979859352111816,,6503,0.8611158728599548,0.14391256868839264,0.04695617035031319,4.263931751251221,,,,
8,,0.9944330453872681,7316,,,,,0.9451380372047424,0.15313582122325897,0.049294523894786835,4.657593727111816
8,9.979859352111816,,7316,0.8548327684402466,0.14160381257534027,0.04642840102314949,4.230971336364746,,,,
9,,0.9943919777870178,8129,,,,,0.9454715251922607,0.13351288437843323,0.04892073571681976,4.655330181121826
9,9.979859352111816,,8129,0.8614042401313782,0.14345082640647888,0.04592002183198929,4.254865646362305,,,,
10,,0.9960992932319641,8942,,,,,0.9472090601921082,0.1381300538778305,0.048890370875597,4.662685871124268
10,9.979859352111816,,8942,0.8568341732025146,0.1359473615884781,0.04571927711367607,4.232719421386719,,,,
11,,0.9870308637619019,9755,,,,,0.9392611980438232,0.13274335861206055,0.04776952415704727,4.616470813751221
11,9.979859352111816,,9755,0.856634795665741,0.13740956783294678,0.04507731273770332,4.22542667388916,,,,
12,,0.9874981045722961,10568,,,,,0.9397649765014648,0.1350519359111786,0.04773292690515518,4.6183271408081055
12,9.979859352111816,,10568,0.8524118065834045,0.13452363014221191,0.04506561905145645,4.2067036628723145,,,,
13,,0.9873964786529541,11381,,,,,0.9395996928215027,0.12735667824745178,0.04779691621661186,4.618235111236572
13,9.979859352111816,,11381,0.8479028940200806,0.12821301817893982,0.04437728226184845,4.17995548248291,,,,
14,,0.9825854897499084,12194,,,,,0.9358986020088196,0.14120815694332123,0.04668696969747543,4.590847015380859
14,9.979859352111816,,12194,0.8501612544059753,0.1308296173810959,0.04452146962285042,4.191356182098389,,,,
