alpha1,epoch,lambda_kl,log_var,optuna_loss,step,train_con_loss,train_constraint,train_kl,train_total,val_con_loss,val_constraint,val_kl,val_total
3.2718393802642822,0,5.68802547454834,0.4731372892856598,1.0403919219970703,812,,,,,0.9802864193916321,0.11004232615232468,0.060105111449956894,3.5492234230041504
,0,,,,812,1.1184377670288086,0.10285516083240509,0.06526121497154236,4.030558109283447,,,,
3.2718393802642822,1,5.68802547454834,0.4731372892856598,1.0283969640731812,1625,,,,,0.9700188636779785,0.11004232615232468,0.05837801471352577,3.5058038234710693
,1,,,,1625,0.925261378288269,0.11728490144014359,0.05806516110897064,3.3575832843780518,,,,
3.2718393802642822,2,5.68802547454834,0.4731372892856598,1.023115634918213,2438,,,,,0.9646522402763367,0.12389380484819412,0.05846299231052399,3.488729953765869
,2,,,,2438,0.9132441282272339,0.11593812704086304,0.05729926750063896,3.3139095306396484,,,,
3.2718393802642822,3,5.68802547454834,0.4731372892856598,1.0190739631652832,3251,,,,,0.961442232131958,0.13005001842975616,0.05763167887926102,3.473498582839966
,3,,,,3251,0.9038315415382385,0.11936278641223907,0.056690700352191925,3.2796542644500732,,,,
3.2718393802642822,4,5.68802547454834,0.4731372892856598,1.009447455406189,4064,,,,,0.9538329243659973,0.1111966148018837,0.05561445280909538,3.4371280670166016
,4,,,,4064,0.9086948037147522,0.1263275295495987,0.055122628808021545,3.2866463661193848,,,,
3.2718393802642822,5,5.68802547454834,0.4731372892856598,1.0116335153579712,4877,,,,,0.9564131498336792,0.12389380484819412,0.05522022396326065,3.4433281421661377
,5,,,,4877,0.8914264440536499,0.11847776174545288,0.05402947589755058,3.2239274978637695,,,,
3.2718393802642822,6,5.68802547454834,0.4731372892856598,1.0074188709259033,5690,,,,,0.9532805681228638,0.12196999043226242,0.05413807928562164,3.42692232131958
,6,,,,5690,0.8911405801773071,0.1215561032295227,0.05347451940178871,3.2198362350463867,,,,
3.2718393802642822,7,5.68802547454834,0.4731372892856598,1.0050747394561768,6503,,,,,0.9506873488426208,0.1150442510843277,0.05438737943768501,3.419856548309326
,7,,,,6503,0.8795197606086731,0.11782360821962357,0.05309608578681946,3.1796622276306152,,,,
3.2718393802642822,8,5.68802547454834,0.4731372892856598,1.0013271570205688,7316,,,,,0.9481201767921448,0.12196999043226242,0.05320711433887482,3.404742479324341
,8,,,,7316,0.8811852335929871,0.11997845023870468,0.05220939964056015,3.180069923400879,,,,
3.2718393802642822,9,5.68802547454834,0.4731372892856598,1.0030953884124756,8129,,,,,0.9493628740310669,0.09772989898920059,0.05373244732618332,3.411797523498535
,9,,,,8129,0.8807591795921326,0.11909342557191849,0.05181987211108208,3.1764588356018066,,,,
3.2718393802642822,10,5.68802547454834,0.4731372892856598,0.9971092939376831,8942,,,,,0.9442529082298279,0.11196614056825638,0.05285635590553284,3.3900959491729736
,10,,,,8942,0.8810831904411316,0.11605356633663177,0.051789768040180206,3.177347421646118,,,,
3.2718393802642822,11,5.68802547454834,0.4731372892856598,0.9994555711746216,9755,,,,,0.946479082107544,0.11042708903551102,0.05297622084617615,3.3980605602264404
,11,,,,9755,0.8769773840904236,0.11266738176345825,0.051882632076740265,3.164442777633667,,,,
3.2718393802642822,12,5.68802547454834,0.4731372892856598,0.9947057366371155,10568,,,,,0.942283034324646,0.0996537134051323,0.05242268368601799,3.3811841011047363
,12,,,,10568,0.8822948336601257,0.10828074812889099,0.05161367356777191,3.180311918258667,,,,
3.2718393802642822,13,5.68802547454834,0.4731372892856598,0.9971505403518677,11381,,,,,0.9442654848098755,0.10696421563625336,0.05288513004779816,3.3902995586395264
,13,,,,11381,0.875192403793335,0.1083192229270935,0.051294345408678055,3.15525221824646,,,,
3.2718393802642822,14,5.68802547454834,0.4731372892856598,0.9963958263397217,12194,,,,,0.9436718225479126,0.10504040122032166,0.05272407829761505,3.3874423503875732
,14,,,,12194,0.8814513087272644,0.10939664393663406,0.051288921386003494,3.175706148147583,,,,
