alpha1,epoch,lambda_kl,log_var,optuna_loss,step,train_con_loss,train_constraint,train_kl,train_total,val_con_loss,val_constraint,val_kl,val_total
1.58368718624115,0,5.655885696411133,0.6956549882888794,1.03342866897583,812,,,,,0.9751760959625244,0.12581762671470642,0.05825222656130791,1.8738423585891724
,0,,,,812,1.0031709671020508,0.10658765584230423,0.06148602440953255,1.9364700317382812,,,,
1.58368718624115,1,5.655885696411133,0.6956549882888794,1.0238032341003418,1625,,,,,0.9683143496513367,0.1265871524810791,0.055488795042037964,1.847346305847168
,1,,,,1625,0.9198196530342102,0.12471140176057816,0.055369336158037186,1.7698713541030884,,,,
1.58368718624115,2,5.655885696411133,0.6956549882888794,1.0159623622894287,2438,,,,,0.9615259170532227,0.13736052811145782,0.05443644896149635,1.8306434154510498
,2,,,,2438,0.9132043123245239,0.12528859078884125,0.0533917210996151,1.7482078075408936,,,,
1.58368718624115,3,5.655885696411133,0.6956549882888794,1.0071206092834473,3251,,,,,0.9544674158096313,0.11542901396751404,0.05265342444181442,1.8093794584274292
,3,,,,3251,0.9032917618751526,0.1290595680475235,0.05196961760520935,1.7244669198989868,,,,
1.58368718624115,4,5.655885696411133,0.6956549882888794,1.0067218542099,4064,,,,,0.9545795321464539,0.10619468986988068,0.052141934633255005,1.806665062904358
,4,,,,4064,0.8915479779243469,0.12567338347434998,0.051186032593250275,1.7014364004135132,,,,
1.58368718624115,5,5.655885696411133,0.6956549882888794,0.9986770749092102,4877,,,,,0.9481353163719177,0.12389380484819412,0.05054183676838875,1.7874090671539307
,5,,,,4877,0.8888208270072937,0.12490379810333252,0.04977283254265785,1.6891251802444458,,,,
1.58368718624115,6,5.655885696411133,0.6956549882888794,0.9965856075286865,5690,,,,,0.946444034576416,0.10196229070425034,0.050141092389822006,1.7824642658233643
,6,,,,5690,0.8870128989219666,0.12571187317371368,0.04926009476184845,1.6833620071411133,,,,
1.58368718624115,7,5.655885696411133,0.6956549882888794,0.9938487410545349,6503,,,,,0.9442068934440613,0.13389764726161957,0.04964180290699005,1.776097059249878
,7,,,,6503,0.8803600668907166,0.1182084009051323,0.0487176887691021,1.6697568893432617,,,,
1.58368718624115,8,5.655885696411133,0.6956549882888794,0.990328311920166,7316,,,,,0.9411951899528503,0.11081185191869736,0.04913340508937836,1.7684515714645386
,8,,,,7316,0.8784691691398621,0.1215176209807396,0.04801991954445839,1.6628170013427734,,,,
1.58368718624115,9,5.655885696411133,0.6956549882888794,0.990252673625946,8129,,,,,0.9407005310058594,0.11427471786737442,0.04955199360847473,1.7700364589691162
,9,,,,8129,0.8732845187187195,0.11920886486768723,0.04795391857624054,1.654232144355774,,,,
1.58368718624115,10,5.655885696411133,0.6956549882888794,0.9879022836685181,8942,,,,,0.9395997524261475,0.13466717302799225,0.04830245301127434,1.7612253427505493
,10,,,,8942,0.8785442113876343,0.11967061460018158,0.04766710847616196,1.6609388589859009,,,,
1.58368718624115,11,5.655885696411133,0.6956549882888794,0.9918473362922668,9755,,,,,0.942602813243866,0.10619468986988068,0.0492447167634964,1.7713111639022827
,11,,,,9755,0.8771275877952576,0.11955518275499344,0.04755599424242973,1.6580661535263062,,,,
1.58368718624115,12,5.655885696411133,0.6956549882888794,0.9864069223403931,10568,,,,,0.9382774829864502,0.11004232615232468,0.04812956601381302,1.7581539154052734
,12,,,,10568,0.860192060470581,0.11993997544050217,0.04686801880598068,1.6273560523986816,,,,
1.58368718624115,13,5.655885696411133,0.6956549882888794,0.9847424626350403,11381,,,,,0.9373087286949158,0.10273181647062302,0.04743349552154541,1.7526824474334717
,13,,,,11381,0.8668330907821655,0.11990149319171906,0.04738650098443031,1.640804648399353,,,,
1.58368718624115,14,5.655885696411133,0.6956549882888794,0.9836464524269104,12194,,,,,0.9357559084892273,0.10234705358743668,0.047890130430459976,1.7528066635131836
,14,,,,12194,0.870339572429657,0.11516854166984558,0.04720540717244148,1.6453332901000977,,,,
