epoch,lambda_kl,optuna_loss,step,train_con_loss,train_constraint,train_kl,train_total,val_con_loss,val_constraint,val_kl,val_total
0,,1.0321896076202393,812,,,,,0.9671997427940369,0.12235475331544876,0.06498950719833374,8.550220489501953
0,2.7644097805023193,,812,1.0358777046203613,0.12340310961008072,0.06591594219207764,9.14714241027832,,,,
1,,1.0197968482971191,1625,,,,,0.9596639275550842,0.09272797405719757,0.060132820159196854,8.471577644348145
1,2.7644097805023193,,1625,0.9020403027534485,0.11936278641223907,0.06033831089735031,7.973453998565674,,,,
2,,1.0145764350891113,2438,,,,,0.956135094165802,0.13158906996250153,0.058441583067178726,8.436360359191895
2,2.7644097805023193,,2438,0.8906901478767395,0.10778051614761353,0.058012545108795166,7.868784427642822,,,,
3,,1.0117145776748657,3251,,,,,0.9538965225219727,0.14428626000881195,0.05781836435198784,8.415264129638672
3,2.7644097805023193,,3251,0.8867025971412659,0.13644759356975555,0.0569850318133831,7.831432819366455,,,,
4,,1.0090998411178589,4064,,,,,0.951968252658844,0.1304347813129425,0.057131681591272354,8.396678924560547
4,2.7644097805023193,,4064,0.8794733881950378,0.1432199478149414,0.05623415857553482,7.766796588897705,,,,
5,,1.0074214935302734,4877,,,,,0.9511256814002991,0.1446710228919983,0.05629603564739227,8.387077331542969
5,2.7644097805023193,,4877,0.8666298389434814,0.13425427675247192,0.05380848050117493,7.648936748504639,,,,
6,,1.0014597177505493,5690,,,,,0.9463686943054199,0.14351673424243927,0.05509122088551521,8.342576026916504
6,2.7644097805023193,,5690,0.8567032217979431,0.14264275133609772,0.05323728919029236,7.5614495277404785,,,,
7,,0.9981561899185181,6503,,,,,0.9434080123901367,0.11812235414981842,0.054748065769672394,8.316008567810059
7,2.7644097805023193,,6503,0.866844892501831,0.13302293419837952,0.0526605062186718,7.647617816925049,,,,
8,,0.998257577419281,7316,,,,,0.9441231489181519,0.09734513610601425,0.05413470044732094,8.320497512817383
8,2.7644097805023193,,7316,0.8610876202583313,0.13817915320396423,0.051926348358392715,7.595767974853516,,,,
9,,0.9993824362754822,8129,,,,,0.9450169801712036,0.1400538682937622,0.05436566099524498,8.328874588012695
9,2.7644097805023193,,8129,0.8519976735115051,0.12436509132385254,0.05272930860519409,7.519328594207764,,,,
10,,0.9941233396530151,8942,,,,,0.940805971622467,0.12312427908182144,0.05331728607416153,8.289535522460938
10,2.7644097805023193,,8942,0.8578605651855469,0.13233031332492828,0.05184772610664368,7.56763219833374,,,,
11,,0.9892174005508423,9755,,,,,0.9367831945419312,0.13005001842975616,0.052434150129556656,8.252275466918945
11,2.7644097805023193,,9755,0.8579617142677307,0.12759734690189362,0.05082228407263756,7.565662384033203,,,,
12,,0.9926190376281738,10568,,,,,0.9393683671951294,0.11196614056825638,0.0532507449388504,8.27690315246582
12,2.7644097805023193,,10568,0.8583757877349854,0.13317684829235077,0.050750408321619034,7.569060802459717,,,,
13,,0.995320200920105,11381,,,,,0.9420616626739502,0.1331281214952469,0.05325879901647568,8.300235748291016
13,2.7644097805023193,,11381,0.8464563488960266,0.13121441006660461,0.0508611686527729,7.466197967529297,,,,
14,,0.9911037683486938,12194,,,,,0.9381642937660217,0.13966910541057587,0.05293923243880272,8.265626907348633
14,2.7644097805023193,,12194,0.8583629727363586,0.13494689762592316,0.05094940587878227,7.569488048553467,,,,
