epoch,lambda_kl,optuna_loss,step,train_con_loss,train_constraint,train_kl,train_total,val_con_loss,val_constraint,val_kl,val_total
0,,1.034010410308838,812,,,,,0.9743425846099854,0.09195844829082489,0.05966781824827194,3.063990354537964
0,5.659711837768555,,812,0.9298179149627686,0.10235493630170822,0.06026235222816467,2.942772626876831,,,,
1,,1.0193369388580322,1625,,,,,0.9627461433410645,0.1246633306145668,0.05659083276987076,3.0141286849975586
1,5.659711837768555,,1625,0.8985752463340759,0.11405263841152191,0.0558600015938282,2.830437421798706,,,,
2,,1.0090692043304443,2438,,,,,0.9555374979972839,0.1350519359111786,0.053531449288129807,2.9766428470611572
2,5.659711837768555,,2438,0.8791930675506592,0.129367396235466,0.052494700998067856,2.7571587562561035,,,,
3,,1.0011327266693115,3251,,,,,0.9498582482337952,0.10696421563625336,0.0512743704020977,2.9479782581329346
3,5.659711837768555,,3251,0.8757991194725037,0.1308680921792984,0.04998328536748886,2.7334463596343994,,,,
4,,0.999592125415802,4064,,,,,0.9492027759552002,0.1331281214952469,0.05038907006382942,2.941133499145508
4,5.659711837768555,,4064,0.8703655004501343,0.12771278619766235,0.04881361871957779,2.711623191833496,,,,
5,,0.9992483258247375,4877,,,,,0.9485419392585754,0.14043863117694855,0.05070699378848076,2.941082715988159
5,5.659711837768555,,4877,0.8652814030647278,0.12655840814113617,0.047949664294719696,2.692512035369873,,,,
6,,0.9941438436508179,5690,,,,,0.9431240558624268,0.1150442510843277,0.05101969465613365,2.9276933670043945
6,5.659711837768555,,5690,0.8691219091415405,0.13006003201007843,0.04766436666250229,2.7016398906707764,,,,
7,,0.9901394844055176,6503,,,,,0.940574049949646,0.11196614056825638,0.049565356224775314,2.912327289581299
7,5.659711837768555,,6503,0.8637623190879822,0.1260197013616562,0.0466858446598053,2.681105852127075,,,,
8,,0.9889839887619019,7316,,,,,0.9397246241569519,0.12427856773138046,0.04925953969359398,2.908219814300537
8,5.659711837768555,,7316,0.8567036390304565,0.1272510439157486,0.04690743237733841,2.6626079082489014,,,,
9,,0.9888654351234436,8129,,,,,0.9399345517158508,0.12158522754907608,0.04893066734075546,2.90694522857666
9,5.659711837768555,,8129,0.8547030091285706,0.12297983467578888,0.04635564237833023,2.65388560295105,,,,
10,,0.9862798452377319,8942,,,,,0.9374221563339233,0.1169680655002594,0.048857755959033966,2.8995025157928467
10,5.659711837768555,,8942,0.8480707406997681,0.12644296884536743,0.04593660309910774,2.6329543590545654,,,,
11,,0.9858835935592651,9755,,,,,0.9374970197677612,0.12120046466588974,0.04838680475950241,2.8970470428466797
11,5.659711837768555,,9755,0.8566247820854187,0.12367246299982071,0.045708879828453064,2.6556031703948975,,,,
12,,0.9885494112968445,10568,,,,,0.9397217035293579,0.12004616856575012,0.04882751777768135,2.905766010284424
12,5.659711837768555,,10568,0.8529074192047119,0.12309527397155762,0.04567549005150795,2.645012855529785,,,,
13,,0.9894957542419434,11381,,,,,0.9415165185928345,0.1188918799161911,0.047979529947042465,2.9059879779815674
13,5.659711837768555,,11381,0.8487260937690735,0.12351854890584946,0.04533744975924492,2.631401300430298,,,,
14,,0.9830602407455444,12194,,,,,0.9348666667938232,0.11427471786737442,0.04819359630346298,2.888594388961792
14,5.659711837768555,,12194,0.8509561419487,0.12290287762880325,0.045361217111349106,2.637773036956787,,,,
