epoch,lambda_kl,optuna_loss,step,train_con_loss,train_constraint,train_kl,train_total,val_con_loss,val_constraint,val_kl,val_total
0,,1.0183383226394653,812,,,,,0.9642871618270874,0.13197383284568787,0.054051246494054794,2.6479949951171875
0,8.695178031921387,,812,0.9251658320426941,0.11193627864122391,0.05703442543745041,2.5855698585510254,,,,
1,,1.0076625347137451,1625,,,,,0.9559990763664246,0.1150442510843277,0.05166339501738548,2.6085121631622314
1,8.695178031921387,,1625,0.8937581181526184,0.13017547130584717,0.05074700713157654,2.459960699081421,,,,
2,,1.0000007152557373,2438,,,,,0.9498560428619385,0.12196999043226242,0.05014459043741226,2.581430673599243
2,8.695178031921387,,2438,0.8828665614128113,0.13202247023582458,0.04793009161949158,2.410869836807251,,,,
3,,0.994907796382904,3251,,,,,0.9463049173355103,0.15121200680732727,0.048602860420942307,2.5600039958953857
3,8.695178031921387,,3251,0.8715927004814148,0.1320609450340271,0.046241868287324905,2.3707234859466553,,,,
4,,0.9884538054466248,4064,,,,,0.9412264823913574,0.12697191536426544,0.04722718149423599,2.536571979522705
4,8.695178031921387,,4064,0.8590295910835266,0.13198399543762207,0.04510299488902092,2.3324458599090576,,,,
5,,0.9866718649864197,4877,,,,,0.9392768144607544,0.1035013496875763,0.04739470034837723,2.5336248874664307
5,8.695178031921387,,4877,0.8483119010925293,0.12979067862033844,0.04475077986717224,2.305176258087158,,,,
6,,0.9851046204566956,5690,,,,,0.9385765790939331,0.14505578577518463,0.0465279221534729,2.5245068073272705
6,8.695178031921387,,5690,0.8593775033950806,0.1293289214372635,0.04388939589262009,2.322679281234741,,,,
7,,0.9835759997367859,6503,,,,,0.9370803833007812,0.1485186666250229,0.04649548977613449,2.5208446979522705
7,8.695178031921387,,6503,0.8471835255622864,0.13102200627326965,0.04324385151267052,2.289523124694824,,,,
8,,0.9821796417236328,7316,,,,,0.9357975125312805,0.15121200680732727,0.04638231173157692,2.516963005065918
8,8.695178031921387,,7316,0.8550098538398743,0.12802062928676605,0.04292285814881325,2.3044095039367676,,,,
9,,0.9801761507987976,8129,,,,,0.9346559643745422,0.11658330261707306,0.04552013799548149,2.5068886280059814
9,8.695178031921387,,8129,0.8531191945075989,0.1281745433807373,0.042592182755470276,2.2972640991210938,,,,
10,,0.9770059585571289,8942,,,,,0.9320196509361267,0.13736052811145782,0.04498624801635742,2.496291399002075
10,8.695178031921387,,8942,0.8555425405502319,0.1326766163110733,0.04236496612429619,2.3007614612579346,,,,
11,,0.977465033531189,9755,,,,,0.9326191544532776,0.12158522754907608,0.04484570771455765,2.4964239597320557
11,8.695178031921387,,9755,0.8479608297348022,0.12929044663906097,0.042077355086803436,2.281136989593506,,,,
12,,0.9781298041343689,10568,,,,,0.9333096146583557,0.10811850428581238,0.044820308685302734,2.4977622032165527
12,8.695178031921387,,10568,0.8502808213233948,0.12732799351215363,0.04168451204895973,2.2829606533050537,,,,
13,,0.9760206937789917,11381,,,,,0.9314272999763489,0.12735667824745178,0.044593799859285355,2.4915409088134766
13,8.695178031921387,,11381,0.8443097472190857,0.12778975069522858,0.041622720658779144,2.268935203552246,,,,
14,,0.974193811416626,12194,,,,,0.9296180009841919,0.10657945275306702,0.04457587003707886,2.4872984886169434
14,8.695178031921387,,12194,0.8537313342094421,0.12690472602844238,0.041410479694604874,2.2883734703063965,,,,
