epoch,lambda_kl,optuna_loss,step,train_con_loss,train_constraint,train_kl,train_total,val_con_loss,val_constraint,val_kl,val_total
0,,1.0153645277023315,812,,,,,0.9577569365501404,0.11966140568256378,0.05760741978883743,2.910521984100342
0,3.92942476272583,,812,0.9398846626281738,0.11262890696525574,0.06016266345977783,2.870476007461548,,,,
1,,1.0127179622650146,1625,,,,,0.9568983316421509,0.12120046466588974,0.0558200366795063,2.901092529296875
1,3.92942476272583,,1625,0.8810269832611084,0.1281745433807373,0.053917236626148224,2.680981397628784,,,,
2,,1.0058577060699463,2438,,,,,0.9511656761169434,0.13659100234508514,0.05469217896461487,2.880594491958618
2,3.92942476272583,,2438,0.8668609261512756,0.13363860547542572,0.052511025220155716,2.635754108428955,,,,
3,,0.9974613785743713,3251,,,,,0.9448525905609131,0.10580992698669434,0.052608877420425415,2.8547146320343018
3,3.92942476272583,,3251,0.8658500909805298,0.1344466656446457,0.051221441477537155,2.627852201461792,,,,
4,,0.9979907274246216,4064,,,,,0.9462041258811951,0.13543671369552612,0.05178676173090935,2.8552730083465576
4,3.92942476272583,,4064,0.8591598272323608,0.13221487402915955,0.04958774521946907,2.6026883125305176,,,,
5,,0.9918286800384521,4877,,,,,0.9405476450920105,0.13659100234508514,0.051281336694955826,2.8374338150024414
5,3.92942476272583,,4877,0.8627793192863464,0.12979067862033844,0.04833192750811577,2.6078951358795166,,,,
6,,0.9910778403282166,5690,,,,,0.9409355521202087,0.12235475331544876,0.050142500549554825,2.834045886993408
6,3.92942476272583,,5690,0.8680963516235352,0.12952131032943726,0.047961462289094925,2.621342658996582,,,,
7,,0.9873301386833191,6503,,,,,0.9371218085289001,0.10580992698669434,0.050208162516355515,2.8236162662506104
7,3.92942476272583,,6503,0.8609987497329712,0.12771278619766235,0.047308582812547684,2.5988833904266357,,,,
8,,0.9882605075836182,7316,,,,,0.9383190274238586,0.12235475331544876,0.0499412938952446,2.825923204421997
8,3.92942476272583,,7316,0.8505049347877502,0.12144066393375397,0.047343909740448,2.569612741470337,,,,
9,,0.9873849153518677,8129,,,,,0.9379822611808777,0.1265871524810791,0.049402616918087006,2.8228633403778076
9,3.92942476272583,,8129,0.8467801809310913,0.12263352423906326,0.047223128378391266,2.558701992034912,,,,
10,,0.9908255338668823,8942,,,,,0.9411332011222839,0.13543671369552612,0.049692556262016296,2.832831859588623
10,3.92942476272583,,8942,0.8498855829238892,0.12232568860054016,0.04628002643585205,2.5636980533599854,,,,
11,,0.9863545298576355,9755,,,,,0.9372528791427612,0.10580992698669434,0.049101877957582474,2.819636821746826
11,3.92942476272583,,9755,0.8479666113853455,0.12321071326732635,0.04621189460158348,2.5580520629882812,,,,
12,,0.984899640083313,10568,,,,,0.935847818851471,0.10234705358743668,0.04905176907777786,2.815502405166626
12,3.92942476272583,,10568,0.8505181670188904,0.11905495077371597,0.04618990793824196,2.5651166439056396,,,,
13,,0.9848271012306213,11381,,,,,0.9357154965400696,0.1427472084760666,0.049111269414424896,2.815365791320801
13,3.92942476272583,,11381,0.8453746438026428,0.12344159185886383,0.045903369784355164,2.549577236175537,,,,
14,,0.9800202250480652,12194,,,,,0.9319525957107544,0.1035013496875763,0.04806766286492348,2.800718069076538
14,3.92942476272583,,12194,0.8584011197090149,0.1266353726387024,0.04608843848109245,2.58681058883667,,,,
