epoch,lambda_kl,optuna_loss,step,train_con_loss,train_constraint,train_kl,train_total,val_con_loss,val_constraint,val_kl,val_total
0,,1.0185853242874146,812,,,,,0.9631386399269104,0.10850326716899872,0.055446915328502655,2.367417573928833
0,5.519001007080078,,812,0.9315603375434875,0.10789595544338226,0.05836983397603035,2.3159615993499756,,,,
1,,1.0074520111083984,1625,,,,,0.9542930126190186,0.11773759126663208,0.05315927416086197,2.335859537124634
1,5.519001007080078,,1625,0.8894134759902954,0.1278282254934311,0.05256766825914383,2.193732976913452,,,,
2,,0.9995891451835632,2438,,,,,0.9486234784126282,0.1304347813129425,0.050965212285518646,2.3116166591644287
2,5.519001007080078,,2438,0.8801467418670654,0.12925195693969727,0.049560967832803726,2.1573047637939453,,,,
3,,0.9979603886604309,3251,,,,,0.9472201466560364,0.12427856773138046,0.050740353763103485,2.3073718547821045
3,5.519001007080078,,3251,0.8701772093772888,0.13306140899658203,0.047931428998708725,2.1269752979278564,,,,
4,,0.9936062097549438,4064,,,,,0.9439774751663208,0.13851481676101685,0.049628693610429764,2.2942965030670166
4,5.519001007080078,,4064,0.8742141723632812,0.13098353147506714,0.046481069177389145,2.127610206604004,,,,
5,,0.9913541078567505,4877,,,,,0.9429622292518616,0.1169680655002594,0.048391662538051605,2.285296678543091
5,5.519001007080078,,4877,0.8608808517456055,0.13556256890296936,0.046571843326091766,2.099574565887451,,,,
6,,0.988222062587738,5690,,,,,0.9399046897888184,0.1496729552745819,0.04831736534833908,2.278341770172119
6,5.519001007080078,,5690,0.8498566150665283,0.13521625101566315,0.04562608152627945,2.0707614421844482,,,,
7,,0.9843341112136841,6503,,,,,0.9363248348236084,0.13081954419612885,0.04800918698310852,2.2689805030822754
7,5.519001007080078,,6503,0.8587936758995056,0.13252270221710205,0.04538051411509514,2.088531255722046,,,,
8,,0.9898990392684937,7316,,,,,0.9419834613800049,0.1208157017827034,0.04791580140590668,2.280575752258301
8,5.519001007080078,,7316,0.8418876528739929,0.12959827482700348,0.04491331800818443,2.0497679710388184,,,,
9,,0.9895528554916382,8129,,,,,0.9414747357368469,0.1265871524810791,0.04807789996266365,2.280380964279175
9,5.519001007080078,,8129,0.8363462090492249,0.13290749490261078,0.0449705608189106,2.0382256507873535,,,,
10,,0.9817386865615845,8942,,,,,0.9342402219772339,0.11158137768507004,0.047498300671577454,2.2616982460021973
10,5.519001007080078,,8942,0.8519073724746704,0.12386485934257507,0.044785045087337494,2.070507287979126,,,,
11,,0.9811980724334717,9755,,,,,0.934007465839386,0.10619468986988068,0.04719050973653793,2.2595012187957764
11,5.519001007080078,,9755,0.8447951078414917,0.12536555528640747,0.04451147839426994,2.053773880004883,,,,
12,,0.9806390404701233,10568,,,,,0.9337465763092041,0.12350904196500778,0.0468924306333065,2.2572972774505615
12,5.519001007080078,,10568,0.8531273603439331,0.12432660907506943,0.04422016441822052,2.070000171661377,,,,
13,,0.9809291362762451,11381,,,,,0.9337785243988037,0.11966140568256378,0.04715064913034439,2.258791208267212
13,5.519001007080078,,11381,0.844501256942749,0.12536555528640747,0.04438363015651703,2.052441120147705,,,,
14,,0.9788044691085815,12194,,,,,0.9320154190063477,0.11388995498418808,0.046788983047008514,2.253021478652954
14,5.519001007080078,,12194,0.840705156326294,0.12228720635175705,0.044284600764513016,2.0437681674957275,,,,
